game_date,player_name,diff_rolling_OBA,rank,estimation_type
2024-03-20,Mookie Betts,2.86,1,Underestimated
2024-03-20,Trea Turner,2.11,2,Underestimated
2024-03-20,Juan Soto,1.62,3,Underestimated
2024-03-20,Marcus Semien,1.1,4,Underestimated
2024-03-20,Shohei Ohtani,0.48,5,Underestimated
2024-03-21,Trea Turner,2.78,1,Underestimated
2024-03-21,Mookie Betts,1.27,2,Underestimated
2024-03-21,Juan Soto,-0.37,3,Underestimated
2024-03-21,Kyle Tucker,-1.55,4,Underestimated
2024-03-21,Marcus Semien,-1.59,5,Underestimated
2024-03-22,Trea Turner,2.03,1,Underestimated
2024-03-22,Mookie Betts,1.33,2,Underestimated
2024-03-22,Shohei Ohtani,-0.17,3,Underestimated
2024-03-22,Juan Soto,-0.22,4,Underestimated
2024-03-22,Kyle Tucker,-0.98,5,Underestimated
2024-03-23,Trea Turner,1.69,1,Underestimated
2024-03-23,Juan Soto,1.3,2,Underestimated
2024-03-23,Mookie Betts,0.2,3,Underestimated
2024-03-23,Marcus Semien,-0.08,4,Underestimated
2024-03-23,Shohei Ohtani,-0.67,5,Underestimated
2024-03-24,Trea Turner,1.32,1,Underestimated
2024-03-24,Juan Soto,0.8,2,Underestimated
2024-03-24,Shohei Ohtani,-0.06,3,Underestimated
2024-03-24,Mookie Betts,-0.34,4,Underestimated
2024-03-24,Marcus Semien,-0.92,5,Underestimated
2024-03-25,Juan Soto,1.45,1,Underestimated
2024-03-25,Trea Turner,1.43,2,Underestimated
2024-03-25,Mookie Betts,0.74,3,Underestimated
2024-03-25,Shohei Ohtani,0.55,4,Underestimated
2024-03-25,Kyle Tucker,-0.42,5,Underestimated
2024-03-26,Juan Soto,1.3,1,Underestimated
2024-03-26,Shohei Ohtani,1.03,2,Underestimated
2024-03-26,Trea Turner,0.98,3,Underestimated
2024-03-26,Mookie Betts,0.31,4,Underestimated
2024-03-26,Mike Trout,-0.32,5,Underestimated
2024-03-27,Juan Soto,1.17,1,Underestimated
2024-03-27,Trea Turner,0.91,2,Underestimated
2024-03-27,Mookie Betts,0.58,3,Underestimated
2024-03-27,Shohei Ohtani,0.47,4,Underestimated
2024-03-27,Mike Trout,-0.18,5,Underestimated
2024-03-28,Trea Turner,1.57,1,Underestimated
2024-03-28,Shohei Ohtani,0.92,2,Underestimated
2024-03-28,Mookie Betts,0.85,3,Underestimated
2024-03-28,Juan Soto,0.73,4,Underestimated
2024-03-28,Mike Trout,-0.01,5,Underestimated
2024-03-29,Mookie Betts,0.77,1,Underestimated
2024-03-29,Trea Turner,0.76,2,Underestimated
2024-03-29,Shohei Ohtani,0.67,3,Underestimated
2024-03-29,Juan Soto,0.67,4,Underestimated
2024-03-29,Mike Trout,-0.29,5,Underestimated
2024-03-30,Mookie Betts,1.08,1,Underestimated
2024-03-30,Trea Turner,0.75,2,Underestimated
2024-03-30,Juan Soto,0.7,3,Underestimated
2024-03-30,Shohei Ohtani,0.12,4,Underestimated
2024-03-30,Kyle Tucker,-0.11,5,Underestimated
2024-03-31,Mookie Betts,1.02,1,Underestimated
2024-03-31,Juan Soto,0.7,2,Underestimated
2024-03-31,Trea Turner,0.52,3,Underestimated
2024-03-31,Kyle Tucker,-0.02,4,Underestimated
2024-03-31,Manny Machado,-0.24,5,Underestimated
2024-04-01,Mookie Betts,1.33,1,Underestimated
2024-04-01,Trea Turner,0.75,2,Underestimated
2024-04-01,Juan Soto,0.42,3,Underestimated
2024-04-01,Kyle Tucker,0.35,4,Underestimated
2024-04-01,Manny Machado,-0.08,5,Underestimated
2024-04-02,Mookie Betts,1.13,1,Underestimated
2024-04-02,Trea Turner,0.72,2,Underestimated
2024-04-02,Juan Soto,0.6,3,Underestimated
2024-04-02,Kyle Tucker,0.05,4,Underestimated
2024-04-02,Manny Machado,-0.09,5,Underestimated
2024-04-03,Mookie Betts,1.13,1,Underestimated
2024-04-03,Trea Turner,0.66,2,Underestimated
2024-04-03,Juan Soto,0.46,3,Underestimated
2024-04-03,Kyle Tucker,-0.13,4,Underestimated
2024-04-03,Manny Machado,-0.15,5,Underestimated
2024-04-04,Mookie Betts,1.38,1,Underestimated
2024-04-04,Trea Turner,0.75,2,Underestimated
2024-04-04,Manny Machado,0.06,3,Underestimated
2024-04-04,Juan Soto,-0.02,4,Underestimated
2024-04-04,Kyle Tucker,-0.23,5,Underestimated
2024-04-05,Mookie Betts,1.13,1,Underestimated
2024-04-05,Trea Turner,0.79,2,Underestimated
2024-04-05,Manny Machado,0.22,3,Underestimated
2024-04-05,Juan Soto,-0.0,4,Underestimated
2024-04-05,Kyle Tucker,-0.11,5,Underestimated
2024-04-06,Mookie Betts,1.18,1,Underestimated
2024-04-06,Trea Turner,0.68,2,Underestimated
2024-04-06,Manny Machado,0.12,3,Underestimated
2024-04-06,Juan Soto,0.12,4,Underestimated
2024-04-06,Kyle Tucker,0.08,5,Underestimated
2024-04-07,Mookie Betts,1.05,1,Underestimated
2024-04-07,Trea Turner,0.73,2,Underestimated
2024-04-07,Juan Soto,0.22,3,Underestimated
2024-04-07,Kyle Tucker,0.19,4,Underestimated
2024-04-07,Manny Machado,0.05,5,Underestimated
2024-04-08,Mookie Betts,1.06,1,Underestimated
2024-04-08,Trea Turner,0.58,2,Underestimated
2024-04-08,Juan Soto,0.16,3,Underestimated
2024-04-08,Manny Machado,0.14,4,Underestimated
2024-04-08,Kyle Tucker,0.09,5,Underestimated
2024-04-09,Mookie Betts,1.11,1,Underestimated
2024-04-09,Trea Turner,0.38,2,Underestimated
2024-04-09,Kyle Tucker,0.11,3,Underestimated
2024-04-09,Juan Soto,0.04,4,Underestimated
2024-04-09,Manny Machado,0.02,5,Underestimated
2024-04-10,Mookie Betts,1.08,1,Underestimated
2024-04-10,Trea Turner,0.33,2,Underestimated
2024-04-10,Manny Machado,0.07,3,Underestimated
2024-04-10,Kyle Tucker,0.0,4,Underestimated
2024-04-10,Juan Soto,-0.18,5,Underestimated
2024-04-11,Mookie Betts,1.08,1,Underestimated
2024-04-11,Manny Machado,0.21,2,Underestimated
2024-04-11,Trea Turner,0.2,3,Underestimated
2024-04-11,Kyle Tucker,0.07,4,Underestimated
2024-04-11,Juan Soto,-0.13,5,Underestimated
2024-04-12,Mookie Betts,1.2,1,Underestimated
2024-04-12,Kyle Tucker,0.31,2,Underestimated
2024-04-12,Manny Machado,0.27,3,Underestimated
2024-04-12,Trea Turner,0.15,4,Underestimated
2024-04-12,Juan Soto,0.04,5,Underestimated
2024-04-13,Mookie Betts,1.21,1,Underestimated
2024-04-13,Kyle Tucker,0.37,2,Underestimated
2024-04-13,Manny Machado,0.31,3,Underestimated
2024-04-13,Trea Turner,0.1,4,Underestimated
2024-04-13,Juan Soto,-0.02,5,Underestimated
2024-04-14,Mookie Betts,1.35,1,Underestimated
2024-04-14,Juan Soto,0.36,2,Underestimated
2024-04-14,Kyle Tucker,0.3,3,Underestimated
2024-04-14,Manny Machado,0.1,4,Underestimated
2024-04-14,Mike Trout,0.03,5,Underestimated
2024-04-15,Mookie Betts,1.45,1,Underestimated
2024-04-15,Juan Soto,0.4,2,Underestimated
2024-04-15,Kyle Tucker,0.14,3,Underestimated
2024-04-15,Mike Trout,0.1,4,Underestimated
2024-04-15,Manny Machado,0.05,5,Underestimated
2024-04-16,Mookie Betts,1.38,1,Underestimated
2024-04-16,Kyle Tucker,0.29,2,Underestimated
2024-04-16,Juan Soto,0.21,3,Underestimated
2024-04-16,Manny Machado,0.11,4,Underestimated
