game_date,batter,first_name,last_name,estimated_woba_using_speedangle,woba_value,woba_denom,diff_OBA,rolling_100PA_diff_OBA,rolling_100PA_xwOBA,rolling_100PA_wOBA,diff_rolling_OBA
2024-03-20,514888,Mike,Trout,0.3061889944605067,0.3200252167981459,2,-0.013836222337639204,-0.013836222337639204,0.3061889944605067,0.3200252167981459,-0.013836222337639204
2024-03-21,514888,Mike,Trout,0.3171824258385874,0.3508840574203566,2,-0.0337016315817692,-0.0237689269597042,0.31168571014954705,0.3354546371092513,-0.02376892695970423
2024-03-22,514888,Mike,Trout,0.328856873834964,0.3389277486572307,3,-0.010070874822266707,-0.01920290958055837,0.31740943137801936,0.3366123409585777,-0.01920290958055837
2024-03-23,514888,Mike,Trout,0.1906388472657881,0.2089543103086058,4,-0.018315463042817726,-0.01898104794612321,0.28571678534996153,0.30469783329608474,-0.01898104794612321
2024-03-24,514888,Mike,Trout,0.2474601968188611,0.26358260353324,3,-0.016122406714378867,-0.01840931969977434,0.27806546764374146,0.2964747873435158,-0.01840931969977433
2024-03-25,514888,Mike,Trout,0.3675535526258914,0.3234029134450221,1,0.04415063918086931,-0.007982659886333732,0.29298014847409976,0.3009628083604335,-0.007982659886333732
2024-03-26,514888,Mike,Trout,0.2752074821011329,0.249602314650858,2,0.025605167450274885,-0.0031843988382467864,0.2904411961351045,0.29362559497335133,-0.003184398838246838
2024-03-27,514888,Mike,Trout,0.3490827288854964,0.3410363416993473,2,0.008046387186149084,-0.0017805505851973026,0.2977713877289035,0.2995519383141008,-0.001780550585197327
2024-03-28,514888,Mike,Trout,0.3526396544236665,0.3389249589715248,4,0.013714695452141712,-5.8856581048523214e-05,0.3038678618060994,0.3039267183871479,-5.8856581048483125e-05
2024-03-29,514888,Mike,Trout,0.3497011118997737,0.3779375431083623,3,-0.028236431208588597,-0.0028766140438025306,0.3084511868154668,0.31132780085926937,-0.0028766140438025722
2024-03-30,514888,Mike,Trout,0.3376246276746885,0.3797125239965004,4,-0.042087896321811924,-0.006441276069076112,0.3111033178026688,0.3175445938717449,-0.006441276069076074
2024-03-31,514888,Mike,Trout,0.3551095537533289,0.3342735501635591,3,0.020836003589769836,-0.00416816943083895,0.31477050413189045,0.3189386735627294,-0.004168169430838975
2024-04-01,514888,Mike,Trout,0.341655974833397,0.3350515270372763,2,0.006604447796120683,-0.00333950656722667,0.3168386172627756,0.32017812383000227,-0.0033395065672266466
